Gene_A,Gene_B
MAPK3,MAP2K1
MAPK1,MAP2K1
MAP2K1,BRAF
MAP2K1,MAP2K2
NTN1,MAP2K1
EFNB3,MAP2K1
MAP2K1,PPP2R1A
MAP2K1,RAF1
IQGAP1,MAP2K1
MAP2K1,YWHAZ
MAP2K1,RUSC1
MAP2K1,GLI2
MAP2K1,YWHAH
YWHAB,MAP2K1
MAP2K1,YWHAG
YWHAE,MAP2K1
NRG1,MAP2K1
MAP2K1,SHH
PLA2G4A,MAP2K1
MAP2K1,YWHAQ
MAP2K1,SFN
ARF6,PELP1
RAC1,PELP1
CYTH1,PELP1
CYTH2,PELP1
NCKAP1,PELP1
EPS8,PELP1
INPPL1,PELP1
CYFIP2,PELP1
HRAS,PELP1
ARAP3,PELP1
WASF1,PELP1
WASF2,PELP1
ADAP1,PELP1
DOK1,PELP1
AR,PELP1
MTOR,PELP1
CYTH3,PELP1
ITK,PELP1
SGK1,PELP1
ABI2,PELP1
PIP5K1A,PELP1
ABI1,PELP1
PIP5K1C,PELP1
CYTH1,PIK3CB
CYTH1,ARF1
HRAS,CYTH1
CYTH1,SLC9A3R1
GNB1,CYTH1
EFNA1,CYTH1
PTPN11,CYTH1
CYTH1,SLC9A3R2
PIK3CB,TNFSF10
TNFSF10,TRADD
TNFSF10,TRAF2
CHUK,TNFSF10
IKBKB,TNFSF10
IKBKG,TNFSF10
TNFSF10,FADD
SMPD1,TNFSF10
MAP3K1,TNFSF10
MAPK3,TNFSF10
MAPK1,TNFSF10
TNFSF10,CASP8
TNFSF10,TNFRSF10C
TNFSF10,TNFRSF10A
TNFSF10,TNFRSF10D
TNFSF10,RIPK1
TNFSF10,TNFRSF10B
TNFSF10,DAP3
TNFSF10,CASP10
SMPD1,UGCG
SMPD1,KSR1
RASGRP1,SMPD1
SMPD1,TRADD
CALM2,SMPD1
CALM3,SMPD1
CALM1,SMPD1
SMPD1,PTPN11
MAPK10,SMPD1
SMPD1,TRAF2
BAX,SMPD1
SMPD1,FADD
SMPD1,PRKRA
NFATC2,SMPD1
SMPD1,MADD
SMPD1,RASGRP2
SMPD1,SMPD3
SMPD1,PRKCH
SMPD1,HRAS
SMPD1,SMPD2
BIRC3,SMPD1
SMPD1,RIPK1
SMPD1,CHN2
SMPD1,BAD
SMPD1,SGMS1
SMPD1,ARFGAP1
SMPD1,NSMAF
SMPD1,ASAH1
SMPD1,FAS
MAP3K1,SMPD1
RB1,SMPD1
SMPD1,CRADD
MAPK3,SMPD1
MAPK8,SMPD1
SMPD1,PDGFA
SMPD1,PRKCB
SMPD1,PRKCA
SMPD1,CTSD
SMPD1,PRKCE
SMPD1,PRKCG
MAPK9,SMPD1
TNFRSF1A,SMPD1
SMPD1,PRRT2
SMPD1,TNFRSF10B
SMPD1,RRAS
TNF,SMPD1
FLT4,ITGA1
FLT4,ITGA2
FLT4,ITGA4
ITGA5,FLT4
COL1A2,FLT4
FLT4,COL1A1
FN1,FLT4
ITGB1,FLT4
VEGFA,FLT4
FLT4,MAP2K4
PRRT2,FLT4
FLT4,NRP2
KDR,FLT4
CD79B,IBTK
RASGRP1,CD79B
CALM2,CD79B
CALM3,CD79B
CALM1,CD79B
CD79B,RASGRP2
NFATC2,CD79B
CD79B,CD72
CD79B,HRAS
CD79B,RRAS
CD79B,CHN2
CD79B,ARFGAP1
CD79B,BCR
CD79B,DOK1
CD79B,BLNK
CD79B,PRKCH
CD79B,PRKCA
CD79B,CD22
CD79B,PRKCB
CD79B,FCGR2B
CD79B,PRKCG
CD79B,SH3BP5
CD79B,RASA1
CD79B,PRKCE
CD79B,PLCG2
SYK,CD79B
CD79B,PIP5K1A
CD79B,DAPP1
CD79B,PRRT2
CD79B,PTPRC
BCL6,CD79B
PTPN1,CSN2
PTPN1,ITGA2B
NFATC2,PTPN1
PTPN1,PAOX
EGFR,PTPN1
ITGB3,PTPN1
PTPN1,CSF1
PTPN1,INSR
PTPN1,NOX4
ABL1,PTPN1
PTPN1,CAV1
PTPN1,TXN
STAT5B,PTPN1
CSF1R,PTPN1
DOK1,PTPN1
PTPN1,CAPN1
PTPN1,LEPR
PTPN1,FER
HGF,PTPN1
PTPN1,SPRY2
PTPN1,IRS1
LEP,PTPN1
MET,PTPN1
STAT5A,PTPN1
PTPN1,YBX1
BCR,IBTK
RASGRP1,BCR
BCR,RAC1
CALM2,BCR
CALM3,BCR
CALM1,BCR
BCR,RASGRP2
NFATC2,BCR
BCR,CD72
BCR,HRAS
BCR,RRAS
BCR,CHN2
BCR,ARFGAP1
BCR,DOK1
BCR,BLNK
BCR,PRKCH
BCR,PRKCA
BCR,CD22
BCR,PRKCB
BCR,FCGR2B
BCR,PRKCG
BCR,SH3BP5
BCR,RASA1
BCR,PRKCE
BCR,PLCG2
SYK,BCR
BCR,PIP5K1A
BCR,DAPP1
BCR,PRRT2
BCR,PTPRC
BCL6,BCR
FLT1,PTPN11
FLT1,PLCG1
EPAS1,FLT1
FLT1,PGF
FLT1,NCK1
FLT1,GPC1
FLT1,VEGFA
FLT1,NRP2
FLT1,VEGFB
FLT1,RASA1
FLT1,NRP1
FLT1,ETS1
FLT1,KDR
FCER1G,CBLB
FCER1G,SPHK1
FCER1G,WIPF1
FCER1G,PTPN11
FCER1A,FCER1G
FCER1G,PLCG1
NFATC2,FCER1G
FCER1G,GAD1
FCER1G,PTK2
FCER1G,LAT2
FCER1G,DOK1
FCER1G,HCLS1
FCER1G,FCGR2B
FCER1G,FER
IGHE,FCER1G
FCER1G,PLA2G4A
FCER1G,KLRG1
FCER1G,RASA1
FCER1G,RAF1
FCER1G,ITK
FCER1G,PLD2
FCER1G,SYK
ITGA5,TEK
RELA,TEK
PTPN11,TEK
GRB7,TEK
MAPK14,TEK
CDKN1A,TEK
TEK,ELF1
TEK,ELF2
PLD2,TEK
TEK,RASA1
TEK,DOK2
NFKB1,TEK
MAPK8,TEK
ITGB1,TEK
TEK,TNIP2
TEK,FES
BMX,TEK
TEK,NCK1
FN1,TEK
TEK,GRB14
PLG,TEK
STAT5A,TEK
MMP2,TEK
FCER1A,CBLB
FCER1A,SPHK1
FCER1A,WIPF1
FCER1A,PTPN11
FCER1A,NFATC2
FCER1A,PTK2
FCER1A,LAT2
FCER1A,PLCG1
FCER1A,GAD1
FCER1A,DOK1
FCER1A,HCLS1
FCER1A,FCGR2B
FCER1A,FER
IGHE,FCER1A
FCER1A,PLA2G4A
FCER1A,KLRG1
FCER1A,RASA1
FCER1A,RAF1
FCER1A,ITK
FCER1A,PLD2
FCER1A,SYK
ARF1,CLTB
CLTA,ARF1
ARFGAP1,ARF1
ARF6,ARF1
KDR,ARF1
GIT1,ARF1
ARF1,ARFIP2
COPA,ARF1
ARF1,YKT6
ARF1,GGA3
ARF1,USO1
ARF1,ARFGEF1
CYTH3,ARF1
CYTH2,ARF1
ARF1,PLD1
PLD2,ARF1
PIP5K1A,ARF1
ARF1,EREG
ARF1,ARHGAP10
ARF1,GOSR2
VEGFA,ARF1
ARF1,KDELR1
ARF1,GBF1
ARF1,ASAP1
CYFIP2,PIK3CB
RAC1,CYFIP2
PTPN11,CYFIP2
CYFIP2,ARPC1B
NCKAP1,CYFIP2
CYFIP2,ARPC5
CYFIP2,ARPC4
CYFIP2,ARPC3
CYFIP2,BAIAP2
CYFIP2,ACTR3
CYFIP2,ACTR2
GNB1,CYFIP2
CYFIP2,ABI2
CYFIP2,ABI1
HRAS,CYFIP2
CYFIP2,SLC9A3R1
ABL1,CYFIP2
CYFIP2,WASF1
WASF2,CYFIP2
CYFIP2,DIAPH1
CYFIP2,DIAPH3
CYFIP2,ARPC2
EFNA1,CYFIP2
CYFIP2,SLC9A3R2
RPS6KB1,PPP2R2A
RPS6KB1,EEF2K
CDC42,RPS6KB1
TGFB1,RPS6KB1
PTK2,RPS6KB1
TGFBR2,RPS6KB1
TGFBR1,RPS6KB1
TGFB3,RPS6KB1
CALM2,RPS6KB1
CALM3,RPS6KB1
CALM1,RPS6KB1
RPS6KB1,POLDIP3
RPS6KB1,RPS6
PXN,RPS6KB1
RPS6KB1,PDCD4
TERT,RPS6KB1
ITGB1,RPS6KB1
RPS6KB1,RPTOR
RXRG,RPS6KB1
RXRA,RPS6KB1
RXRB,RPS6KB1
MTOR,RPS6KB1
HSP90AA1,RPS6KB1
RPS6KB1,MLST8
RPS6KB1,EIF4B
E2F1,RPS6KB1
RPS6KB1,GNAS
RPS6KB1,PPP2CA
RPS6KB1,PPP2CB
RPS6KB1,EIF3A
IRS1,RPS6KB1
RPS6KB1,PTGES3
RPS6KB1,DKC1
RPS6KB1,GNAL
RPS6KB1,EIF4A1
ARF6,ITGA8
ARF6,ITGA9
ARF6,ITGA1
ARF6,ITGA2
ITGA3,ARF6
ARF6,ITGA4
ITGA5,ARF6
ARF6,ITGA7
ARF6,IQSEC1
ITGAV,ARF6
ARF6,PIK3CB
ARF6,CPE
ARF6,SPAG9
FN1,ARF6
ARF6,PLD1
ARF6,NME1
PLD2,ARF6
PTPN11,ARF6
ARF6,SLC2A4
ARF6,KLC1
ARF6,IPCEF1
ARF6,ITGA10
ARF6,ITGA11
ARF6,CLTC
ARF6,TSHR
ARF6,LHCGR
NCK1,ARF6
ARF6,RAB11A
ARF6,TIAM1
GNAQ,ARF6
ARF6,GIT1
ARF6,AGTR1
ARRB2,ARF6
ARF6,ARRB1
ARF6,FBXO8
ARF6,ITGA2B
ARF6,ADAP1
MAPK3,ARF6
MAPK1,ARF6
HRAS,ARF6
GNB1,ARF6
EFNA1,ARF6
MAPK8IP3,ARF6
ARF6,RAB11FIP3
PIP5K1C,ARF6
PIP5K1A,ARF6
MET,ARF6
ARF6,ADRB2
ARF6,ASAP2
ARF6,KALRN
EGFR,ARF6
ARF6,USP6
ARF6,PSD
ARF6,BIN1
ARF6,ARAP3
ARF6,ARAP2
ARF6,SLC9A3R2
ARF6,SLC9A3R1
ARF6,KIF13B
PXN,ARF6
ITGB1,ARF6
ITGB3,ARF6
RAC1,ARF6
ARF6,ACAP1
ARF6,ACAP2
HGF,ARF6
ARF6,CYTH3
ARF6,CYTH2
ARF6,EXOC2
ARF6,EXOC3
ARF6,VAMP3
ARF6,EXOC1
ARF6,EXOC6
ARF6,EXOC7
ARF6,EXOC4
ARF6,EXOC5
ARF6,GULP1
ARF6,EXOC8
GNA14,ARF6
GNA15,ARF6
GNA11,ARF6
ADAP1,PIK3CB
PTPN11,ADAP1
GNB1,ADAP1
ADAP1,SLC9A3R2
ADAP1,SLC9A3R1
ADAP1,KIF13B
HRAS,ADAP1
EFNA1,ADAP1
PIK3CB,HBEGF
HBEGF,PRL
CXCL8,HBEGF
STAT5A,HBEGF
EGFR,HBEGF
MMP9,HBEGF
MMP2,HBEGF
HBEGF,PRLR
CREB1,RET
PTPN11,RET
GRB7,RET
PRKACA,RET
IRS1,RET
PTK2,RET
PRKCA,RET
RET,GDNF
MAPK8,RET
PXN,RET
HRAS,RET
DOK1,RET
RET,DOK6
RET,DOK4
RET,DOK5
RET,PDLIM7
RET,SHANK3
RASA1,RET
NCK1,RET
GRB10,RET
XPO1,NFKB1
NFKB1,BCL2A1
NFKB1,ITGAM
NFKB1,HMGB1
NFKB1,CD40
NFKB1,RELB
RELA,NFKB1
NFKB1,TRADD
NFKB1,C4BPA
NFKB1,ARRB2
NFKB1,IL1RAP
NFKB1,MAPK14
NFKB1,AGER
NFKB1,IKBKB
EPO,NFKB1
NFKB1,IKBKG
NFKB1,TNIP2
NFKB1,TDP2
NFKB1,SYK
NFKB1,CXCL8
NFKB1,NFKBIB
NFKBIA,NFKB1
NFKB1,NR3C1
NFKB1,CHUK
NFKB1,EPOR
TNFRSF1A,NFKB1
NFKB1,TNFAIP3
RAN,NFKB1
TNF,NFKB1
CREBBP,NFKB1
NFKB1,REL
NFKB1,STAT4
NFKB1,MAPK3
NFKB1,MAPK1
NFKB1,ICAM1
NFKB1,IL17A
NFKB1,MTOR
NFKB1,PAWR
EP300,NFKB1
NFKB1,IL18
NFKB1,IL6
NFKB1,PRKACG
NFKB1,PRKACA
NFKB1,PRKACB
NFKB1,LPAR2
NFKB1,LPAR3
NFKB1,LPAR1
NFKB1,IL23A
NFKB1,ERC1
NFKB1,BIRC3
NFKB1,IL12B
NFKB1,RIPK1
NFKB1,IL23R
NFKB1,IL18RAP
TERT,NFKB1
NFKB1,YWHAE
NFKB1,PRKCI
NFKB1,TRAF1
NFKB1,TRAF2
ITGB2,NFKB1
NFKB1,TRAF6
NFKB1,PRKCA
NFKB1,IL18R1
NFKB1,SQSTM1
NFKB1,SELE
BTRC,NFKB1
NFKB1,CASP8
NFKB1,POU2F2
NFKB1,BCL3
HRAS,PIK3CB
HRAS,SPRED1
HRAS,SPRED2
RASGRP1,HRAS
HRAS,RASGRP4
HRAS,NTF3
HRAS,RAC1
HRAS,CYTH2
PAPOLA,HRAS
CALM2,HRAS
CALM3,HRAS
CALM1,HRAS
HRAS,PTPN11
HRAS,RASGRF2
HRAS,LGALS3
HRAS,LGALS1
HRAS,NTRK3
BLNK,HRAS
HRAS,SOCS1
HRAS,SOCS3
HRAS,NCKAP1
HRAS,RASGRF1
GNA14,HRAS
GNA15,HRAS
GNA11,HRAS
HRAS,CAMK2B
PLCG2,HRAS
PLCG1,HRAS
HRAS,EPS8
GAD1,HRAS
HRAS,IRS1
PTK2,HRAS
HRAS,INPPL1
HRAS,PRKCH
PRKCA,HRAS
PRKCB,HRAS
HRAS,PRKCE
PRKCG,HRAS
SYK,HRAS
HRAS,TIAM1
HRAS,GNAQ
HRAS,INSR
HRAS,GDNF
HRAS,PAK2
HRAS,BRAF
HRAS,RASGRP3
HRAS,EDNRA
EDNRB,HRAS
HRAS,NF1
BLK,HRAS
HCK,HRAS
EGFR,HRAS
HRAS,SFN
HRAS,RANBP9
HRAS,RALGDS
GNB1,HRAS
HRAS,PIP5K1C
HRAS,PIP5K1A
HRAS,YWHAZ
HRAS,YWHAQ
HRAS,YWHAH
YWHAB,HRAS
HRAS,YWHAG
YWHAE,HRAS
HRAS,SYNGAP1
HRAS,ABI2
HRAS,ABI1
HRAS,CAV2
HRAS,CYTH3
PLCB1,HRAS
PLCB2,HRAS
HRAS,PRRT2
HRAS,YES1
HRAS,WASF1
HRAS,WASF2
BCL6,HRAS
HRAS,RIN1
HRAS,RIN2
MET,HRAS
HRAS,SLC9A3R2
HRAS,SLC9A3R1
PIM1,HRAS
AR,HRAS
HRAS,RASA4
HRAS,RASA1
HRAS,RASA2
HRAS,SGMS1
HRAS,ITGB4
HGF,HRAS
HRAS,NCK1
HRAS,RASAL1
FGR,HRAS
HRAS,EFNB3
LAT2,HRAS
EDN1,HRAS
HRAS,NRG1
PLCB3,HRAS
HRAS,FRS3
HRAS,IKZF3
HRAS,PLCE1
HRAS,RAF1
HRAS,PLPP1
HRAS,RABGEF1
EFNA1,HRAS
HRAS,MTOR
HRAS,ITK
HRAS,SGK1
HRAS,SOS2
HRAS,KIRREL
HRAS,ARAP3
HRAS,DOK2
HRAS,DOK1
HRAS,DAB2IP
LAMA1,ITGA1
LAMA1,ITGA2
ITGA3,LAMA1
LAMA1,ITGA7
PRKCA,LAMA1
LAMA1,PMP22
LAMA1,SDC4
EGFR,LAMA1
LAMA1,SFN
YWHAZ,LAMA1
LAMA1,YWHAQ
LAMA1,YWHAH
YWHAB,LAMA1
LAMA1,YWHAG
YWHAE,LAMA1
LAMC1,LAMA1
LAMA1,CASP7
LAMA1,CASP3
ITGB1,LAMA1
ITGB4,LAMA1
GPC1,LAMA1
PTPN11,UGCG
UGCG,SMPD2
UGCG,SMPD3
GNB1,PIK3CB
GNB1,CDC42
GNB1,F2RL3
GNB1,F2RL2
GNB1,RAC1
GNB1,CYTH2
GNB1,PTPN11
GNB1,F2R
GNB1,NCKAP1
GNB1,MAPK14
GNB1,MAPK11
GNB1,GNAT1
GNB1,GNA14
GNB1,GNA15
GNB1,GNA12
GNB1,GNA13
GNB1,GNA11
GNB1,EPS8
GNB1,RHO
GNB1,LPAR1
GNB1,PTK2
GNB1,INPPL1
GNB1,CXCL8
GNB1,GNAQ
GNB1,GNAS
GNB1,GNAL
GNB1,PXN
GNB1,CXCR3
GNB1,CXCR2
GNB1,CXCR1
CXCR4,GNB1
GNB1,TGM2
GNB1,TBXA2R
GNB1,SMO
GNB1,PLCB1
GNB1,PLCB2
GNB1,PLCB3
GNB1,ESR2
GNB1,MTOR
GNB1,ITK
GNB1,SGK1
GNB1,PIP5K1C
GNB1,PIP5K1A
GNB1,ARAP3
GNB1,WASF1
GNB1,UBQLN1
GNB1,DOK1
GNB1,PF4
GNB1,NOS3
GNB1,AR
GNB1,CYTH3
GNB1,WASF2
GNB1,ABI2
GNB1,ABI1
GNB1,GNGT1
EFNA1,RAC1
EFNA1,CYTH2
EFNA1,ARHGAP35
EFNA1,GIT1
EFNA1,NCKAP1
EFNA1,ACP1
EFNA1,EPS8
EPAS1,EFNA1
EFNA1,PTK2
EFNA1,INPPL1
EFNA1,TIAM1
EFNA1,ARHGEF15
EFNA1,BLK
EFNA1,HCK
EFNA1,PIP5K1C
EFNA1,PIP5K1A
EFNA1,ABI2
EFNA1,ABI1
EFNA1,CYTH3
EFNA1,YES1
EFNA1,WASF1
EFNA1,WASF2
EFNA1,EPHA4
EFNA1,EPHA3
EFNA1,EPHA1
EFNA1,VAV3
EFNA1,NCK1
EFNA1,FGR
EFNA1,MTOR
EFNA1,ITK
EFNA1,ARAP3
EFNA1,NGEF
EFNA1,SGK1
EFNA1,DOK1
AGAP2,EPB41L1
AGAP2,NTN1
PTPN11,IL3RA
IL3RA,PRKACG
PRKACA,IL3RA
IL3RA,PRKACB
IL3RA,YWHAZ
STAT5B,IL3RA
STAT5A,IL3RA
IL3,IL3RA
IRS2,FES
IL4,FES
VEGFA,FES
KDR,FES
XPO1,RELA
RELA,BCL2A1
RELA,CD40
RELA,IL23A
RELA,TRAF1
RELA,NFKBIB
RELA,ERC1
NFKBIA,RELA
RELA,BIRC3
RELA,IL12B
RELA,BAX
RELA,IKBKB
RELA,SELE
RELA,ARRB2
RELA,IKBKG
RELA,TNFAIP3
RELA,IL17A
RELA,RIPK1
RELA,STAT4
RELA,IL18RAP
RELA,C4BPA
RELA,TRADD
RELA,MAPK3
RELA,MAPK1
RELA,TRAF2
RELA,PRKCI
RELA,NR3C1
RELA,ICAM1
RELA,TRAF6
RELA,SQSTM1
RELA,PRKCA
RELA,PRKACB
RELA,IL18R1
RELA,TNIP2
RELA,CHUK
RELA,MTOR
RELA,IL1RAP
RELA,PAWR
EP300,RELA
RELA,TDP2
RELA,IL18
RELA,MAPK14
RELA,TNFRSF1A
RELA,SYK
RELA,CXCL8
RELA,BTRC
RELA,CASP8
RELA,IL6
RAN,RELA
RELA,PRKACG
RELA,TNF
RELA,PRKACA
RELA,BCL3
RELA,LPAR2
RELA,LPAR3
RELA,LPAR1
RELA,POU2F2
CREBBP,RELA
RELA,IL23R
ITK,PIK3CB
RASGRP1,ITK
CALM2,ITK
CALM3,ITK
CALM1,ITK
ITK,PTPN11
BLNK,ITK
PLCG2,ITK
PLCG1,ITK
NFATC2,ITK
ITK,PRKCH
PRKCA,ITK
PRKCB,ITK
ITK,PRKCE
PRKCG,ITK
SYK,ITK
RASGRP2,ITK
BLK,ITK
HCK,ITK
ITK,RRAS
ITK,ARFGAP1
ITK,PIP5K1C
ITK,PIP5K1A
ITK,CHN2
ITK,PRRT2
ITK,YES1
ITK,SLC9A3R2
ITK,SLC9A3R1
IGHE,ITK
FGR,ITK
SGK1,PIK3CB
SGK1,SMARCA4
CALM2,SGK1
CALM3,SGK1
CALM1,SGK1
PTPN11,SGK1
SGK1,RICTOR
FOXO3,SGK1
SGK1,MAPKAP1
SGK1,SMARCC2
SGK1,SMARCC1
CREBBP,SGK1
SGK1,GNAS
SGK1,GNAL
SGK1,INSR
SGK1,SCNN1A
SGK1,SLC9A3R2
SGK1,SLC9A3R1
NR3C1,SGK1
SGK1,SMARCD1
SGK1,GRB14
SGK1,MTOR
EP300,SGK1
SGK1,PRR5
SGK1,MLST8
HSP90AA1,SGK1
PIP5K1C,IQSEC1
ITGAV,PIP5K1C
PIP5K1C,PIK3CB
CDC42,PIP5K1C
PIP5K1C,WNT3A
PIP5K1C,RAC1
VCL,PIP5K1C
PTPN11,PIP5K1C
PIP5K1C,PSD
BLNK,PIP5K1C
PIP5K1C,FZD5
PIP5K1C,AP1M1
PLCG2,PIP5K1C
PLCG1,PIP5K1C
SYK,PIP5K1C
PIP5K1C,TLN1
PIP5K1C,PI4K2A
PIP5K1C,CLTC
PIP5K1C,SDC1
PIP5K1C,SDCBP
PIP5K1C,PIK3C2B
BLK,PIP5K1C
HCK,PIP5K1C
EGFR,PIP5K1C
PIP5K1C,EXOC1
RRAS,PIP5K1C
FGR,PIP5K1C
PIP5K1C,PLD1
PLD2,PIP5K1C
ITGB3,PIP5K1C
PLCB1,PIP5K1C
PLCB2,PIP5K1C
PLCB3,PIP5K1C
PIP5K1C,LRP6
PIP5K1C,WASL
KIRREL,PIP5K1C
YES1,PIP5K1C
PIP5K1C,SLC9A3R2
PIP5K1C,SLC9A3R1
PIP5K1C,DVL2
DVL3,PIP5K1C
PIP5K1C,DVL1
PIP5K1C,ROCK1
PIP5K1C,ROCK2
PIP5K1C,PTPRM
CDC42,NTN1
PAK1,NTN1
NTN1,RAC1
DCC,NTN1
NTN1,MYO10
PTK2,NTN1
NTN1,MAP1B
UNC5C,NTN1
NTN1,UNC5A
NTN1,MAP2K2
DOCK1,NTN1
NTN1,TRIO
YES1,NTN1
DAPK1,NTN1
NTN1,NCK1
ELMO1,NTN1
PIP5K1A,IQSEC1
ITGAV,PIP5K1A
PIP5K1A,PIK3CB
CDC42,PIP5K1A
PIP5K1A,WNT3A
PIP5K1A,RAC1
VCL,PIP5K1A
PTPN11,PIP5K1A
PIP5K1A,PSD
PIP5K1A,ASAP1
BLNK,PIP5K1A
PIP5K1A,SNCA
PIP5K1A,FZD5
PIP5K1A,USO1
GNA14,PIP5K1A
GNA15,PIP5K1A
GNA11,PIP5K1A
PLCG2,PIP5K1A
PLCG1,PIP5K1A
GAD1,PIP5K1A
COPA,PIP5K1A
SYK,PIP5K1A
GNAQ,PIP5K1A
PIP5K1A,TLN1
CLTA,PIP5K1A
PIP5K1A,CLTB
PIP5K1A,SDC1
PIP5K1A,SDC4
PIP5K1A,SDCBP
PIP5K1A,PIK3C2B
EDNRA,PIP5K1A
EDNRB,PIP5K1A
BLK,PIP5K1A
HCK,PIP5K1A
EGFR,PIP5K1A
PIP5K1A,EXOC1
PIP5K1A,RRAS
LAT2,PIP5K1A
FGR,PIP5K1A
PIP5K1A,PLD1
PIP5K1A,PLD2
PIP5K1A,GBF1
ITGB3,PIP5K1A
PLCB1,PIP5K1A
PLCB2,PIP5K1A
PLCB3,PIP5K1A
PIP5K1A,GOSR2
EDN1,PIP5K1A
PIP5K1A,LRP6
PIP5K1A,WASL
KIRREL,PIP5K1A
YES1,PIP5K1A
PIP5K1A,SLC9A3R2
PIP5K1A,SLC9A3R1
PIP5K1A,DVL2
DVL3,PIP5K1A
PIP5K1A,DVL1
PIP5K1A,ROCK1
PIP5K1A,ROCK2
BCL6,PIP5K1A
MAP4K1,DAPP1
NFATC1,DAPP1
DAPP1,INPPL1
MAP3K1,DAPP1
FGR,DAPP1
YES1,DAPP1
BLK,DAPP1
HCK,DAPP1
BCL6,DAPP1
ITGAV,IRS1
IRS1,SH2B2
PTPN11,IRS1
PTPN2,IRS1
FN1,IRS1
CRKL,IRS1
ITGB3,IRS1
IRS1,INSR
IRS1,SORBS1
IRS1,CAV1
IRS1,RPTOR
MAPK3,IRS1
MAPK1,IRS1
PXN,IRS1
IRS1,MLST8
NCK2,IRS1
IRS1,IRS2
IL4,IRS1
IRS1,GDNF
IRS1,PRKD1
MTOR,IRS1
EPOR,IRS2
EPO,IRS2
IL4,IRS2
MET,CDC42
MET,PAK4
MET,PTPN11
MET,PAX3
MET,PTPN2
MET,SH3KBP1
MET,PLCG1
MET,INPPL1
TP53,MET
MET,MUC20
MET,SDC1
MAPK3,MET
MAPK1,MET
MET,MAPK8
MET,CRKL
MET,RAB5A
MET,RANBP9
RB1,MET
MET,SH3GL2
MET,RAPGEF1
MET,RANBP10
MET,EPS15
MET,KPNB1
MET,HGS
HGF,MET
MET,NCK1
MET,NCK2
MET,WASL
MET,PTPRJ
MAF,IL4
RBPJ,IL4
IL4,SOCS5
IL4,SOCS1
MAPK14,IL4
PPARG,IL4
NFATC1,IL4
NFATC2,IL4
NFATC3,IL4
IL4,STAT6
JUNB,IL4
IL4,IL12B
IL4,IL12A
IL4,NOTCH1
IL4,IL12RB2
IL4,DOK2
ETS1,IL4
NR3C1,IL4
IL4,RNF128
GATA3,IL4
IL4,IL13RA1
IL4,IRF4
STAT5B,IL4
STAT5A,IL4
IL5,PTPN11
IL5,NFATC1
IL5,NFATC2
IL5,NFATC3
IL5,STAT6
IL5,NR3C1
ETS1,IL5
IL5,SDCBP
IL5,GATA3
IL5,STAT5B
IL5,STAT5A
IL3,PTPN11
IL3,PRKACG
PRKACA,IL3
IL3,PRKACB
NFATC1,IL3
NFATC2,IL3
NFATC3,IL3
IL3,YWHAZ
STAT5B,IL3
STAT5A,IL3
IL3,POU2F1
CDC42,ITGA4
ITGAV,CDC42
CDC42,MCF2L
CDC42,SPP1
CDC42,ITSN2
CDC42,MCF2
CDC42,BDNF
CDC42,ARHGEF9
CDC42,ARHGEF6
CDC42,ARHGEF7
MAP3K1,CDC42
CDC42,DCC
CDC42,PARD6A
CDC42,NGEF
CDC42,DIAPH3
CXCR4,CDC42
CDC42,PAFAH1B1
CDC42,NME1
CDC42,PLD1
FN1,CDC42
CDC42,ARHGAP17
CDC42,ARHGAP10
CDC42,PAK4
CDC42,PAK1
CDC42,PAK2
CDC42,PAK3
CDC42,SPATA13
NFATC2,CDC42
CDC42,DOCK9
CDC42,ENAH
CDC42,DOCK6
CDC42,DOCK7
EDNRA,CDC42
CDC42,ARHGAP1
CDC42,SEPT2
CDC42,DOCK10
CDC42,DOCK11
CDC42,TIAM1
CDC42,CDC42BPA
CDC42,EPHB3
CDC42,FARP2
VEGFA,CDC42
CDC42,BCAR3
CDC42,TNK2
CSNK1A1,CDC42
CDC42,VAV3
CDC42,ITSN1
CDC42,GIT1
CDC42,BAIAP2
CDC42,EFNB3
CDC42,RALBP1
MAPK14,CDC42
MAPK10,CDC42
MAPK11,CDC42
CDC42,RACGAP1
CDC42,S1PR4
MAPK8,CDC42
MAPK9,CDC42
CDC42,DNMBP
KDR,CDC42
CDC42,FGD1
EDN1,CDC42
CDC42,MTOR
CDC42,WAS
CDC42,NCK1
CDC42,MAP2K3
CDC42,RASGRF1
CDC42,F2RL2
CDC42,ARHGEF25
CDC42,LIMK2
PLCG1,CDC42
CDC42,WASL
CDC42,EPS8
CDC42,NTRK2
IQGAP1,CDC42
YES1,CDC42
CDC42,IQGAP3
CDC42,YWHAZ
CDC42,PXN
CDC42,ARHGDIA
ITGB1,CDC42
ITGB3,CDC42
CDC42,CD44
CDC42,PRKCE
HGF,CDC42
CDC42,EXOC7
CDC42,NCK2
CDC42,ROCK1
CDC42,ROCK2
MAP3K11,CDC42
CDC42,ARHGAP32
CDC42,GNA12
CAMK4,PLCG1
SPHK1,PLCG1
RASGRP1,PLCG1
PLCG1,NTF3
PLCG1,NTF4
CALM2,PLCG1
CALM3,PLCG1
CALM1,PLCG1
CREB1,PLCG1
EGR1,PLCG1
PLCG1,GIT1
PLCG1,NTRK2
PLCG1,NTRK3
BLNK,PLCG1
GNA14,PLCG1
GNA15,PLCG1
GNA11,PLCG1
CAMK2A,PLCG1
PLCG1,LAT2
EPO,PLCG1
PLCG1,BDNF
